date,등락,등락지표,등락분류,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,환율,유가종가,유가오픈,유가고가,유가저가,유가변동률,한국은행기준금리,연준기준금리,한미기준금리차이,반도체수출금액지수,삼성종가,SOX종가,SOX변동률,BTC종가,BTC변동률,종가코스피,고가코스피,저가코스피,거래량코스피,코스피변동,종가코스닥,시가코스닥,고가코스닥,저가코스닥,거래량코스닥,변동코스닥
2016-11-04,1,1,1,41200,50,0.12,41150,41400,40850,2600930,107000000000.0,30000000000000.0,728002365,1140.6,44.07,44.63,44.87,43.57,-1.32,1.25,0.5,-0.75,110.76,1627000,802.88,-0.63,702.1,2.51,"1,982.02","1,985.29","1,976.57",227.78M,-0.09,610.82,610.07,611.76,605.78,505.83K,0.14
2016-11-07,1,1,1,41500,300,0.73,41800,42050,41200,2033220,84599075000.0,30200000000000.0,728002365,1143.4,44.89,44.45,45.01,44.11,1.86,1.25,0.5,-0.75,110.76,1640000,825.87,2.86,705.4,-0.64,"1,997.58","2,001.74","1,992.14",210.33M,0.79,622.17,614.93,622.17,614.93,530.28K,1.86
2016-11-08,0,0,0,41500,0,0.0,42100,42150,41250,1882987,78310426900.0,30200000000000.0,728002365,1141.6,44.98,44.97,45.39,44.41,0.2,1.25,0.5,-0.75,110.76,1644000,827.68,0.22,710.9,0.78,"2,003.38","2,010.17","1,994.33",239.58M,0.29,624.19,626.39,626.5,621.35,534.25K,0.32
2016-11-09,0,-1,-1,39650,-1850,-4.46,41650,41750,38700,5779291,231000000000.0,28900000000000.0,728002365,1137.5,45.27,44.82,45.95,43.07,0.64,1.25,0.5,-0.75,110.76,1596000,823.59,-0.49,721.4,1.48,"1,958.38","2,015.23","1,931.07",709.04M,-2.25,599.74,626.53,627.02,581.64,1.07M,-3.92
2016-11-10,1,1,1,41000,1350,3.4,41000,41050,40500,2520434,103000000000.0,29800000000000.0,728002365,1145.8,44.66,45.31,45.64,44.25,-1.35,1.25,0.5,-0.75,110.76,1649000,806.09,-2.12,714.6,-0.95,"2,002.60","2,002.60","1,983.26",433.88M,2.26,623.23,615.16,623.23,614.86,624.34K,3.92
2016-11-11,0,-1,-1,39850,-1150,-2.8,40000,40450,39550,2962651,118000000000.0,29000000000000.0,728002365,1151.0,43.41,44.35,44.63,43.03,-2.8,1.25,0.5,-0.75,110.76,1598000,837.24,3.86,715.0,0.06,"1,984.43","1,994.05","1,982.15",386.86M,-0.91,621.89,622.45,625.46,618.38,515.27K,-0.22
2016-11-14,0,-1,-1,39700,-150,-0.38,40000,40450,39700,1589911,63439707050.0,28900000000000.0,728002365,1164.4,43.32,43.2,43.81,42.2,-0.21,1.25,0.5,-0.75,110.76,1553000,832.08,-0.62,704.6,0.37,"1,974.40","1,988.65","1,974.27",352.12M,-0.51,621.23,622.6,623.01,620.38,478.29K,-0.11
2016-11-15,0,0,0,39700,0,0.0,39700,40400,39500,2030086,81122979200.0,28900000000000.0,728002365,1169.8,45.81,43.76,46.09,43.55,5.75,1.25,0.5,-0.75,110.76,1539000,847.9,1.9,711.1,0.93,"1,967.53","1,978.94","1,967.21",375.66M,-0.35,617.43,621.82,623.2,616.53,532.45K,-0.61
2016-11-16,1,1,1,40850,1150,2.9,40450,41000,40250,2101878,85707647250.0,29700000000000.0,728002365,1168.8,45.57,45.77,46.41,45.03,-0.52,1.25,0.5,-0.75,110.76,1558000,857.55,1.14,740.3,4.1,"1,979.65","1,985.67","1,976.63",306.50M,0.62,627.83,620.81,627.83,620.81,601.59K,1.68
2016-11-17,1,1,1,41900,1050,2.57,41500,41900,41200,2383464,99048794650.0,30500000000000.0,728002365,1167.2,45.42,45.37,46.58,44.88,-0.33,1.25,0.5,-0.75,110.76,1568000,866.84,1.08,737.5,-0.37,"1,980.55","1,983.87","1,968.80",272.17M,0.05,627.76,629.05,629.08,624.52,666.42K,-0.01
2016-11-18,1,1,1,42000,100,0.24,42300,42400,41700,3331134,140000000000.0,30600000000000.0,728002365,1174.4,45.69,44.93,45.77,44.55,0.59,1.25,0.5,-0.75,110.76,1586000,872.63,0.67,747.0,1.28,"1,974.58","1,983.26","1,968.13",306.96M,-0.3,620.26,628.72,628.72,619.58,619.86K,-1.19
2016-11-21,0,-1,-1,40750,-1250,-2.98,41800,41900,40650,1883627,77739121450.0,29700000000000.0,728002365,1182.3,47.49,45.83,47.8,45.77,3.94,1.25,0.5,-0.75,110.76,1593000,879.01,0.73,736.2,1.05,"1,966.05","1,976.23","1,962.42",223.51M,-0.43,609.33,618.63,618.63,609.1,628.63K,-1.76
2016-11-22,1,1,1,42700,1950,4.79,41250,42800,41200,3306186,140000000000.0,31100000000000.0,728002365,1183.6,48.03,48.37,49.2,47.17,1.14,1.25,0.5,-0.75,110.76,1640000,888.27,1.05,749.3,1.79,"1,983.47","1,986.82","1,974.05",231.37M,0.89,610.74,612.42,614.79,608.67,649.05K,0.23
2016-11-23,1,1,1,43050,350,0.82,43000,43900,42550,4047443,176000000000.0,31300000000000.0,728002365,1175.5,47.96,47.94,48.43,47.4,-0.15,1.25,0.5,-0.75,110.76,1649000,889.31,0.12,741.1,-1.1,"1,987.95","1,996.65","1,981.22",308.20M,0.23,600.29,612.36,612.41,599.89,622.22K,-1.71
2016-11-24,0,-1,-1,42650,-400,-0.93,43350,43850,42500,1789745,77021409850.0,31000000000000.0,728002365,1174.9,47.98,48.03,48.26,47.8,0.04,1.25,0.5,-0.75,110.76,1650000,890.14,0.16,735.3,-0.78,"1,971.26","1,988.96","1,968.50",235.44M,-0.84,592.65,600.49,603.13,590.49,603.32K,-1.27
2016-11-25,0,-1,-1,42600,-50,-0.12,43050,43300,42250,1328958,56728069750.0,31000000000000.0,728002365,1182.4,46.06,47.97,48.26,45.88,-4.0,1.25,0.5,-0.75,110.76,1650000,890.97,0.19,740.4,0.69,"1,974.46","1,978.45","1,969.09",201.94M,0.16,597.82,592.6,597.87,591.17,535.64K,0.87
2016-11-28,0,0,0,42600,0,0.0,42400,43250,42100,1513215,64737740000.0,31000000000000.0,728002365,1178.9,47.08,45.43,47.65,45.14,2.21,1.25,0.5,-0.75,110.76,1677000,887.25,-0.42,733.3,0.53,"1,978.13","1,983.43","1,966.78",213.58M,0.19,593.05,599.41,600.13,593.05,551.35K,-0.8
2016-11-29,0,-1,-1,42400,-200,-0.47,42400,43100,41800,1777480,75305517050.0,30900000000000.0,728002365,1170.3,45.23,46.88,46.98,44.82,-3.93,1.25,0.5,-0.75,110.76,1677000,885.25,-0.23,732.6,-0.1,"1,978.39","1,982.53","1,972.31",214.57M,0.01,596.07,592.55,597.29,590.84,802.67K,0.51
2016-11-30,1,1,1,42900,500,1.18,42900,43800,42650,4325524,187000000000.0,31200000000000.0,728002365,1168.5,49.44,45.24,49.9,45.22,9.31,1.25,0.5,-0.75,110.76,1746000,879.47,-0.65,742.5,1.36,"1,983.48","1,988.44","1,977.09",233.09M,0.26,596.11,597.38,597.49,594.13,560.83K,0.01
2016-12-01,1,1,1,44200,1300,3.03,43000,44400,43000,3491185,154000000000.0,32200000000000.0,728002365,1168.0,51.06,49.07,51.8,48.98,3.28,1.25,0.5,-0.75,121.57,1749000,836.79,-4.85,752.6,1.37,"1,983.75","1,989.08","1,979.67",217.88M,0.01,593.85,596.52,596.89,591.64,635.17K,-0.38
2016-12-02,1,1,1,44400,200,0.45,43350,44500,43300,4244113,186000000000.0,32300000000000.0,728002365,1172.6,51.68,51.01,51.73,50.18,1.21,1.25,0.5,-0.75,121.57,1727000,847.7,1.3,770.9,2.43,"1,970.61","1,981.64","1,966.42",243.18M,-0.66,586.73,593.21,593.45,586.73,554.18K,-1.2
2016-12-05,0,0,0,44400,0,0.0,44050,44600,43800,1703219,75593954350.0,32300000000000.0,728002365,1170.5,51.79,51.46,52.42,50.93,0.21,1.25,0.5,-0.75,121.57,1718000,858.13,1.23,754.3,-1.57,"1,963.36","1,971.24","1,960.65",237.19M,-0.37,575.12,584.56,584.62,575.12,620.84K,-1.98
2016-12-06,1,1,1,45200,800,1.8,44700,45500,44600,3099065,140000000000.0,32900000000000.0,728002365,1173.8,50.93,50.97,51.6,50.28,-1.66,1.25,0.5,-0.75,121.57,1748000,870.0,1.38,758.2,0.51,"1,989.86","1,993.47","1,976.51",214.65M,1.35,581.35,578.18,583.23,578.18,546.04K,1.08
2016-12-07,1,1,1,45250,50,0.11,45750,45800,45200,1984369,90333482150.0,32900000000000.0,728002365,1169.5,49.77,50.93,51.2,49.72,-2.28,1.25,0.5,-0.75,121.57,1772000,888.45,2.12,765.6,0.97,"1,991.89","1,997.62","1,987.26",204.41M,0.1,578.52,584.12,584.88,573.54,601.71K,-0.49
2016-12-08,1,1,1,46250,1000,2.21,46200,46650,46100,3313157,154000000000.0,33700000000000.0,728002365,1169.4,50.84,49.88,50.98,49.61,2.15,1.25,0.5,-0.75,121.57,1790000,895.7,0.82,768.5,0.38,"2,031.07","2,031.07","2,007.57",239.43M,1.97,584.62,581.88,586.46,581.11,672.42K,1.05
2016-12-09,0,-1,-1,45500,-750,-1.62,46450,46750,45450,3003326,138000000000.0,33100000000000.0,728002365,1159.1,51.5,50.92,51.66,50.86,1.3,1.25,0.5,-0.75,121.57,1780000,892.51,-0.36,770.5,0.26,"2,024.69","2,026.83","2,019.79",225.66M,-0.31,594.35,585.8,594.53,585.24,603.17K,1.66
2016-12-12,0,-1,-1,45300,-200,-0.44,45750,45850,44850,1440589,65348111732.0,33000000000000.0,728002365,1166.2,52.83,52.58,54.51,52.18,2.58,1.25,0.5,-0.75,121.57,1752000,885.46,-0.79,778.5,1.38,"2,027.24","2,031.95","2,020.97",289.80M,0.13,603.08,599.1,603.12,598.4,625.82K,1.47
2016-12-13,0,-1,-1,44950,-350,-0.77,44700,45700,44700,1822952,82213098100.0,32700000000000.0,728002365,1170.2,52.98,52.51,53.41,52.35,0.28,1.25,0.5,-0.75,121.57,1766000,895.55,1.14,778.7,0.03,"2,035.98","2,035.99","2,023.61",383.36M,0.43,611.09,604.31,611.17,601.69,638.11K,1.33
2016-12-14,1,1,1,45850,900,2.0,45350,46100,45350,2010708,92037836750.0,33400000000000.0,728002365,1165.5,51.04,52.45,52.78,50.67,-3.66,1.25,0.75,-0.5,121.57,1777000,894.28,-0.14,776.5,-0.29,"2,036.87","2,044.42","2,031.18",384.03M,0.04,612.47,614.59,615.71,611.48,698.08K,0.23
2016-12-15,0,-1,-1,45600,-250,-0.55,45850,46050,45000,1828843,83216786950.0,33200000000000.0,728002365,1168.3,50.9,50.79,51.48,49.95,-0.27,1.25,0.75,-0.5,121.57,1759000,909.97,1.75,775.2,-0.17,"2,036.65","2,040.62","2,021.76",300.19M,-0.01,620.61,610.51,620.61,610.12,597.47K,1.33
2016-12-16,1,1,1,46400,800,1.75,45800,46450,45700,2100809,97050029200.0,33800000000000.0,728002365,1180.1,51.9,51.1,52.08,50.5,1.96,1.25,0.75,-0.5,121.57,1793000,900.85,-1.0,782.0,0.88,"2,042.24","2,043.60","2,033.23",289.71M,0.27,622.08,622.52,623.04,617.93,771.34K,0.24
2016-12-19,0,-1,-1,45150,-1250,-2.69,46250,46300,45050,1997194,90996663400.0,32900000000000.0,728002365,1183.4,52.12,52.15,52.52,51.51,0.42,1.25,0.75,-0.5,121.57,1795000,909.68,0.98,789.8,0.1,"2,038.39","2,046.03","2,037.04",249.87M,-0.19,622.77,624.23,624.23,620.42,648.97K,0.11
2016-12-20,0,0,0,45150,0,0.0,45400,45550,44950,1110753,50221438750.0,32900000000000.0,728002365,1186.4,52.23,52.11,52.7,51.85,0.21,1.25,0.75,-0.5,121.57,1812000,917.99,0.91,799.1,1.18,"2,041.94","2,047.38","2,040.81",314.22M,0.17,617.99,624.29,624.81,617.98,664.48K,-0.77
2016-12-21,0,-1,-1,45000,-150,-0.33,45500,45750,45000,1662010,75459948900.0,32800000000000.0,728002365,1191.2,52.49,53.56,53.79,52.32,0.5,1.25,0.75,-0.5,121.57,1805000,918.33,0.04,829.2,3.77,"2,037.96","2,053.46","2,037.96",284.57M,-0.19,618.63,620.34,621.05,616.22,841.53K,0.1
2016-12-22,1,1,1,45500,500,1.11,46000,46650,45150,4045912,186000000000.0,33100000000000.0,728002365,1194.2,52.95,52.52,53.19,52.08,0.88,1.25,0.75,-0.5,121.57,1809000,923.06,0.52,860.2,3.73,"2,035.73","2,042.90","2,033.99",275.10M,-0.11,615.93,619.61,620.16,615.91,873.52K,-0.44
2016-12-23,1,1,1,46300,800,1.76,46200,46400,45950,2982024,138000000000.0,33700000000000.0,728002365,1198.0,53.02,52.68,53.28,52.26,0.13,1.25,0.75,-0.5,121.57,1782000,927.92,0.53,917.2,6.63,"2,035.90","2,037.71","2,031.54",310.88M,0.01,619.75,617.14,620.47,616.3,701.66K,0.62
2016-12-26,0,-1,-1,45650,-650,-1.4,46200,46600,45250,1603230,73414513200.0,33200000000000.0,728002365,1202.9,53.19,53.33,53.34,53.14,0.32,1.25,0.75,-0.5,121.57,1798000,933.565,0.88,898.4,0.82,"2,037.75","2,039.76","2,034.80",366.64M,0.09,615.16,621.15,621.15,615.16,688.88K,-0.74
2016-12-27,0,0,0,45650,0,0.0,45550,45950,45400,1175619,53721001850.0,33200000000000.0,728002365,1199.4,53.9,53.29,54.1,53.03,1.33,1.25,0.75,-0.5,121.57,1799000,939.21,1.22,925.8,3.05,"2,042.17","2,044.43","2,037.12",384.03M,0.22,618.38,616.66,619.42,616.66,692.44K,0.52
2016-12-28,0,-1,-1,45350,-300,-0.66,45350,45750,45100,1296254,58862600300.0,33000000000000.0,728002365,1205.3,54.06,53.93,54.37,53.56,0.3,1.25,0.75,-0.5,121.57,1788000,921.09,-1.93,972.2,5.01,"2,024.49","2,029.69","2,020.86",356.59M,-0.87,627.27,622.26,627.33,621.07,628.29K,1.44
2016-12-29,0,-1,-1,44700,-650,-1.43,45150,45200,44600,1808856,81023763700.0,32500000000000.0,728002365,1207.6,53.77,53.66,54.21,53.46,-0.54,1.25,0.75,-0.5,121.57,1802000,921.2,0.01,971.1,-0.11,"2,026.46","2,026.57","2,016.25",264.52M,0.1,631.44,626.21,631.51,624.23,582.80K,0.66
2017-01-02,1,1,1,45800,1100,2.46,44750,46000,44600,1547681,70741238750.0,33300000000000.0,728002365,1208.5,54.03,54.09,54.18,54.01,0.58,1.25,0.75,-0.5,121.57,1805000,914.27,0.06,1017.0,2.17,"2,026.16","2,031.79","2,015.68",229.88M,-0.01,632.04,632.89,633,629.54,512.16K,0.1
2017-01-03,1,1,1,47250,1450,3.17,46200,47300,46200,2655477,124000000000.0,34400000000000.0,728002365,1207.8,52.33,54.2,55.24,52.11,-3.15,1.25,0.75,-0.5,121.57,1824000,907.34,0.1,1033.3,1.6,"2,043.97","2,044.07","2,028.47",268.13M,0.88,636.57,633.3,636.65,633.1,622.54K,0.72
2017-01-04,0,-1,-1,46500,-750,-1.59,47000,47150,46200,2722599,127000000000.0,33900000000000.0,728002365,1206.2,53.26,52.49,53.43,52.15,1.78,1.25,0.75,-0.5,121.57,1808000,909.77,0.27,1135.4,9.88,"2,045.64","2,046.29","2,040.61",371.49M,0.08,639.79,638.73,639.91,636.74,617.47K,0.51
2017-01-05,1,1,1,46950,450,0.97,47000,47500,46850,2377163,112000000000.0,34200000000000.0,728002365,1206.7,53.76,53.39,54.12,52.79,0.94,1.25,0.75,-0.5,121.57,1778000,901.69,-0.89,989.3,-12.86,"2,041.95","2,046.50","2,039.49",541.34M,-0.18,642.48,642.01,642.64,640.87,811.28K,0.42
2017-01-06,1,1,1,48000,1050,2.24,47700,48450,47600,3166843,152000000000.0,34900000000000.0,728002365,1191.6,53.99,53.73,54.32,53.32,0.43,1.25,0.75,-0.5,121.57,1810000,908.65,0.77,886.2,-10.43,"2,049.12","2,051.84","2,045.66",455.35M,0.35,643.68,643.96,644.17,641.96,758.43K,0.19
2017-01-09,1,1,1,49550,1550,3.23,48500,49750,48200,3871999,191000000000.0,36100000000000.0,728002365,1189.1,51.96,53.75,53.83,51.76,-3.76,1.25,0.75,-0.5,121.57,1861000,918.58,1.09,899.8,-0.12,"2,048.78","2,053.18","2,046.47",398.29M,-0.02,642.15,645.92,645.92,642.15,667.26K,-0.24
2017-01-10,1,1,1,49750,200,0.4,49850,50200,49200,2561968,127000000000.0,36200000000000.0,728002365,1205.5,50.82,51.83,52.37,50.71,-2.19,1.25,0.75,-0.5,121.57,1862000,923.06,0.49,904.4,0.51,"2,045.12","2,046.78","2,039.50",512.66M,-0.18,636.73,642.85,643.25,636.26,802.07K,-0.84
2017-01-11,1,1,1,51600,1850,3.72,50000,51900,50000,4360058,224000000000.0,37600000000000.0,728002365,1198.7,52.25,50.81,52.78,50.75,2.81,1.25,0.75,-0.5,121.57,1914000,926.54,0.38,785.4,-13.15,"2,075.17","2,079.70","2,047.56",335.53M,1.47,637.9,637.56,639.29,637.19,918.74K,0.18
2017-01-12,0,-1,-1,50600,-1000,-1.94,51600,51600,50400,5060622,257000000000.0,36800000000000.0,728002365,1196.4,53.01,52.37,53.5,52.12,1.45,1.25,0.75,-0.5,121.57,1940000,918.16,-0.9,810.1,3.14,"2,087.14","2,087.14","2,073.89",555.84M,0.58,632.87,639.04,639.13,632.21,824.13K,-0.79
2017-01-13,0,-1,-1,50300,-300,-0.59,49850,50700,49850,4219771,212000000000.0,36600000000000.0,728002365,1182.8,52.37,53.05,53.17,52.27,-1.21,1.25,0.75,-0.5,121.57,1873000,924.67,0.71,824.8,1.82,"2,076.79","2,080.94","2,073.44",518.28M,-0.5,634.68,633.88,637.47,631.67,754.60K,0.29
2017-01-16,0,-1,-1,49300,-1000,-1.99,50100,50300,48800,4974924,245000000000.0,35900000000000.0,728002365,1177.7,52.52,52.46,52.72,52.13,0.13,1.25,0.75,-0.5,121.57,1833000,917.075,-0.47,827.3,0.75,"2,064.17","2,080.05","2,058.93",683.93M,-0.61,627.88,636.77,636.8,627.28,649.97K,-1.07
2017-01-17,0,0,0,49300,0,0.0,49300,50200,49250,2309955,115000000000.0,35900000000000.0,728002365,1180.5,52.48,52.55,53.52,52.12,-0.08,1.25,0.75,-0.5,121.57,1848000,909.48,-1.64,899.7,8.74,"2,071.87","2,078.80","2,065.53",601.44M,0.37,624,628.3,630.16,623.49,752.49K,-0.62
2017-01-18,0,-1,-1,48850,-450,-0.91,48950,49400,48300,2974091,145000000000.0,35600000000000.0,728002365,1180.9,51.08,52.52,52.79,50.91,-2.67,1.25,0.75,-0.5,121.57,1847000,922.36,1.42,872.0,-3.07,"2,070.54","2,075.23","2,058.35",530.13M,-0.06,626.89,624.87,626.89,621.7,673.24K,0.46
2017-01-19,1,1,1,49600,750,1.54,49550,50100,49100,2332268,116000000000.0,36100000000000.0,728002365,1165.6,51.37,51.39,51.87,51.02,0.57,1.25,0.75,-0.5,121.57,1874000,918.03,-0.47,895.2,2.66,"2,072.79","2,091.02","2,065.03",415.67M,0.11,626.19,629.63,630.26,626.19,711.78K,-0.11
2017-01-20,0,-1,-1,49150,-450,-0.91,49700,50100,49150,1943195,96154281550.0,35800000000000.0,728002365,1177.1,52.42,51.45,52.9,51.39,2.04,1.25,0.75,-0.5,121.57,1860000,930.01,1.3,892.9,-0.26,"2,065.61","2,072.32","2,064.00",392.65M,-0.35,622.12,626.5,626.86,622.12,721.93K,-0.65
2017-01-23,1,1,1,50800,1650,3.36,49950,51000,49900,4148659,210000000000.0,37000000000000.0,728002365,1172.5,52.75,53.33,53.47,52.21,0.63,1.25,0.75,-0.5,121.57,1903000,923.77,-0.67,921.5,0.29,"2,065.99","2,073.80","2,058.91",444.86M,0.02,615.99,623.28,623.65,615.99,697.95K,-0.99
2017-01-24,1,1,1,51600,800,1.57,51300,52000,51100,3449130,178000000000.0,37600000000000.0,728002365,1166.7,53.18,52.86,53.56,52.67,0.82,1.25,0.75,-0.5,121.57,1908000,942.41,2.02,893.8,-3.01,"2,065.76","2,072.66","2,058.59",312.41M,-0.01,612.93,616.36,616.95,612.89,682.29K,-0.5
2017-01-25,1,1,1,51700,100,0.19,52200,52500,51600,2715809,141000000000.0,37600000000000.0,728002365,1163.6,52.75,52.95,53.47,52.56,-0.81,1.25,0.75,-0.5,121.57,1970000,956.06,1.45,894.4,0.07,"2,066.94","2,077.72","2,062.96",310.24M,0.06,609.64,615.37,616.72,609.25,773.89K,-0.54
2017-01-26,1,1,1,53300,1600,3.09,52500,53500,52400,4517114,240000000000.0,38800000000000.0,728002365,1166.2,53.78,52.96,54.06,52.79,1.95,1.25,0.75,-0.5,121.57,1995000,950.32,-0.6,915.6,2.36,"2,083.59","2,088.60","2,068.50",257.92M,0.81,616.81,611.43,616.81,610.05,639.75K,1.18
2017-01-31,1,1,1,53700,400,0.75,53300,54500,52700,4118790,221000000000.0,39100000000000.0,728002365,1157.8,52.81,52.6,53.56,52.24,0.34,1.25,0.75,-0.5,121.57,1973000,944.28,-1.31,965.5,4.86,"2,067.57","2,079.97","2,067.57",288.28M,-0.77,616.13,616.77,618.32,615.06,727.04K,-0.11
2017-02-01,1,1,1,54000,300,0.56,54300,54900,53700,2813046,153000000000.0,39300000000000.0,728002365,1165.5,53.88,52.76,53.91,52.64,2.03,1.25,0.75,-0.5,123.05,1956000,960.11,1.68,982.4,1.75,"2,080.48","2,082.70","2,073.97",452.53M,0.62,623.68,617.3,623.68,617.26,938.21K,1.23
2017-02-02,0,-1,-1,52800,-1200,-2.22,53500,54000,52700,3486140,186000000000.0,38400000000000.0,728002365,1155.2,53.54,53.57,54.34,53.35,-0.63,1.25,0.75,-0.5,123.05,1968000,959.08,-0.11,1004.0,2.19,"2,071.01","2,092.45","2,067.76",825.48M,-0.46,613.04,623.46,623.46,613.02,1.27M,-1.71
2017-02-03,1,1,1,53700,900,1.7,52500,53700,51800,3718619,196000000000.0,39100000000000.0,728002365,1149.2,53.83,53.68,54.22,53.4,0.54,1.25,0.75,-0.5,123.05,1973000,964.02,0.52,1013.0,0.9,"2,073.16","2,079.85","2,064.05",392.58M,0.1,609.21,614.37,614.83,606.72,1.22M,-0.62
2017-02-06,0,0,0,53700,0,0.0,54200,54400,53300,1897002,102000000000.0,39100000000000.0,728002365,1146.8,53.01,53.81,54.13,52.91,-1.52,1.25,0.75,-0.5,123.05,1978000,967.39,0.35,1024.7,0.84,"2,077.66","2,088.37","2,073.03",315.32M,0.22,610.96,610.79,611.44,607.77,654.54K,0.29
2017-02-07,0,-1,-1,53300,-400,-0.74,53800,54500,53100,2405891,129000000000.0,38800000000000.0,728002365,1137.7,52.17,53.14,53.24,51.63,-1.58,1.25,0.75,-0.5,123.05,1941000,970.59,0.33,1049.6,2.43,"2,075.21","2,079.23","2,071.05",271.81M,-0.12,608.72,611.65,612.62,606.59,683.06K,-0.37
2017-02-08,1,1,1,54600,1300,2.44,53700,54600,52400,3552260,190000000000.0,39700000000000.0,728002365,1142.1,52.34,51.64,52.67,51.22,0.33,1.25,0.75,-0.5,123.05,1920000,972.14,0.16,1055.5,0.56,"2,065.08","2,072.58","2,052.29",266.72M,-0.49,608.79,609.72,609.84,604.75,722.44K,0.01
2017-02-09,0,-1,-1,52700,-1900,-3.48,53100,53700,52500,6547266,348000000000.0,38400000000000.0,728002365,1145.4,53.0,52.37,53.21,52.37,1.26,1.25,0.75,-0.5,123.05,1920000,963.81,-0.86,979.0,-7.25,"2,065.88","2,072.69","2,062.12",236.01M,0.04,611.04,610.11,611.22,607.37,1.05M,0.37
2017-02-10,0,-1,-2,50000,-2700,-5.12,52000,52200,50000,9120878,465000000000.0,36400000000000.0,728002365,1145.7,53.86,53.15,54.13,52.9,1.62,1.25,0.75,-0.5,123.05,1918000,963.05,-0.08,997.6,1.91,"2,075.08","2,080.74","2,072.23",314.68M,0.45,610.58,612.38,613.53,609.84,1.11M,-0.08
2017-02-13,1,1,1,50700,700,1.4,49550,51000,49500,4124290,208000000000.0,36900000000000.0,728002365,1151.4,52.93,53.8,53.95,52.77,-1.73,1.25,0.75,-0.5,123.05,1898000,965.7,0.28,995.4,-0.12,"2,078.65","2,078.66","2,070.36",289.68M,0.17,611.94,611.59,611.94,609.36,867.00K,0.22
2017-02-14,0,-1,-1,48450,-2250,-4.44,51100,51600,48100,8593878,422000000000.0,35300000000000.0,728002365,1151.9,53.2,52.91,53.72,52.86,0.51,1.25,0.75,-0.5,123.05,1879000,962.63,-0.32,1008.3,1.3,"2,074.57","2,081.59","2,068.16",332.37M,-0.2,611.54,613.23,613.35,609.52,836.26K,-0.07
2017-02-15,0,-1,-1,47900,-550,-1.14,48300,48700,47550,8725221,419000000000.0,34900000000000.0,728002365,1144.5,53.11,53.0,53.51,52.73,-0.17,1.25,0.75,-0.5,123.05,1886000,970.54,0.82,1008.2,-0.01,"2,083.86","2,087.69","2,069.89",338.04M,0.45,615.95,612.7,616.17,612.16,895.64K,0.72
2017-02-16,1,1,1,49600,1700,3.55,48350,49600,48200,4840918,237000000000.0,36100000000000.0,728002365,1141.6,53.36,53.01,53.59,52.68,0.47,1.25,0.75,-0.5,123.05,1901000,971.24,0.07,1031.9,2.35,"2,081.84","2,092.59","2,078.35",330.47M,-0.1,616.58,617.86,617.96,613.94,962.59K,0.1
2017-02-17,1,1,1,50400,800,1.61,50400,51100,50200,4927937,250000000000.0,36700000000000.0,728002365,1138.9,53.4,53.47,53.52,52.88,0.07,1.25,0.75,-0.5,123.05,1893000,976.8,0.57,1049.4,1.69,"2,080.58","2,081.18","2,072.57",301.52M,-0.06,618.7,615.72,619.4,615.52,1.12M,0.34
2017-02-20,0,-1,-1,49900,-500,-0.99,50900,51000,49600,2265276,113000000000.0,36300000000000.0,728002365,1145.3,53.97,53.78,54.24,53.73,0.33,1.25,0.75,-0.5,123.05,1933000,983.62,0.99,1077.6,2.73,"2,084.39","2,085.59","2,077.13",297.20M,0.18,619.97,620.18,620.46,618.98,918.04K,0.21
2017-02-21,1,1,1,50900,1000,2.0,49950,51000,49350,2227708,112000000000.0,37100000000000.0,728002365,1147.6,54.06,53.48,54.68,53.35,0.17,1.25,0.75,-0.5,123.05,1947000,990.44,1.4,1119.0,3.85,"2,102.93","2,108.48","2,085.00",292.54M,0.89,622.47,621.49,622.84,620.98,1.17M,0.4
2017-02-22,0,-1,-1,50600,-300,-0.59,51600,51700,50600,2678429,137000000000.0,36800000000000.0,728002365,1146.8,53.59,54.26,54.6,53.35,-0.87,1.25,0.75,-0.5,123.05,1965000,990.07,-0.04,1120.5,0.13,"2,106.61","2,108.98","2,101.56",312.22M,0.18,621.39,623.88,624.13,621.39,964.76K,-0.17
2017-02-23,0,-1,-1,50200,-400,-0.79,50000,50400,49050,3374139,168000000000.0,36500000000000.0,728002365,1140.9,54.45,53.91,54.94,53.87,1.6,1.25,0.75,-0.5,123.05,1959000,973.87,-1.64,1171.9,4.59,"2,107.63","2,108.99","2,103.11",430.85M,0.05,617.67,622.41,622.96,617.67,811.18K,-0.6
2017-02-24,0,-1,-2,47500,-2700,-5.38,49850,50000,47400,7707747,371000000000.0,34600000000000.0,728002365,1138.8,53.99,54.33,54.51,53.76,-0.84,1.25,0.75,-0.5,123.05,1911000,973.44,-0.04,1176.5,0.39,"2,094.12","2,107.83","2,090.05",385.40M,-0.64,614.75,619.35,620.04,614.71,967.38K,-0.47
2017-02-27,0,-1,-1,46000,-1500,-3.16,46850,47000,45650,7604699,351000000000.0,33500000000000.0,728002365,1131.0,54.05,54.02,54.61,53.94,0.11,1.25,0.75,-0.5,123.05,1903000,982.4,0.92,1188.8,1.47,"2,085.52","2,097.24","2,084.08",343.70M,-0.41,612.12,615.77,615.83,612.12,617.49K,-0.43
